sector,project_name,original_cost_cr,revised_cost_cr,anticipated_cost_cr,expenditure_cum_cr,cost_overrun_pct,overrun_flag,overrun_ratio
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF PARTIALLY ACESS CONTROLLED FOUR LANE ELEVATED HIGHWAY BETWEEN SAMRALA CHOWK (DESIGN - [N24000662,754.54,,808.6,800.29,7.16,1,0.07164630105759809
ROAD TRANSPORT AND HIGHWAYS,TWO-LANNING WITH PAVED SHOULDER OF MAHSHKUNT-SAHARSA-PURNEA SECTION FROM EXISTING KM.89.020 (DESIGN - [N24000665,672.89,,830.31,304.68,23.39,1,0.2339461130348199
ROAD TRANSPORT AND HIGHWAYS,SIX-LANNING OF GREENFIELD PROPOSED UDAIPUR BYPASS PKG-IV - [N24000691,894.0,,929.32,915.67,3.95,1,0.039507829977628695
ROAD TRANSPORT AND HIGHWAYS,SIX LANNING OF AUNTA-SIMARIA(GANGA BRIDGE WITH APPROACH ROADS) SECTION OF NH-31 - [N24000696,950.64,,1168.33,932.99,22.9,1,0.22899309938567697
ROAD TRANSPORT AND HIGHWAYS,4-LANNING OF THALSERRY -MAHE BYPASS - [N24000704,1124.11,,1567.73,1520.21,39.46,1,0.3946410938431294
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION OF TWO LANING OF MAHESHKHUNT - SAHARSA - PURNEA SECTION PKG - I - [N24000723,573.7,,726.99,452.2,26.72,1,0.26719539829179006
ROAD TRANSPORT AND HIGHWAYS,2,4.0,,5.0,6.0,9.0,1,0.25
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF BARHI - KODERMA SECTION OF NH - 31 - [N24000725,273.46,,276.17,244.92,0.99,1,0.009910041687998378
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UP-GRADATION OF EXISTING 2- LANE TO FOUR LANE FROM TALCHAR TO END OF KAMAKHYANAG - [N24000734,614.48,,757.12,664.48,23.21,1,0.23213123291238116
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION OF CUTTACK- ANGUL SECTION TO 4 LANE (KM 60.20) TO (KM 112.0) PKG II ON - [N24000736,686.65,,1015.16,435.85,47.84,1,0.47842423359790287
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADATION OF SIX LANING OF BHADRAK BALESHWAR SECTION (KM 136.50) TO (KM 199.141 - [N24000738,999.0,,1152.7,339.23,15.39,1,0.1538538538538539
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UP-GRADATION TO 4-LANING OF RAJAMUNDA-BARKOTE SECTION OF NH-23 (NEW NH NO. 143) ( - [N24000739,503.88,,609.03,327.05,20.87,1,0.20868063824720168
ROAD TRANSPORT AND HIGHWAYS,6-LANING OF KOZHIKODE BYPASS (CALICUT BYPASS) (I.E. VENGALAM JN. TO RAMANATTUKARA JN.) SECTION OF NH - [N24000784,1424.77,,1862.77,665.38,30.74,1,0.307418039402851
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF NH-24 EXTENSION 4-LANE BYPASS STARTING FROM BEHTA ROAD AND TERMINATING AT SITAPUR RO - [N24000796,1117.84,,1203.92,1165.5,7.7,1,0.07700565376082459
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF SIX LANING OF DEDICATED PORT ROAD TO KRISHNAPATNAM PORT (PACKAGE-I) KM 0+000 TO KM 1 - [N24000811,314.43,,348.72,85.61,10.91,1,0.10905447953439563
ROAD TRANSPORT AND HIGHWAYS,DEVELOPMENT OF NEWLY DECLARED NH-527C FROM MAJHAULI TO CHAROUT SECTION TO 2 LANE WITH PAVED SHOULDER - [N24000813,496.2,,537.17,366.24,8.26,1,0.08256751309955657
ROAD TRANSPORT AND HIGHWAYS,FOUR LANINIG OF CHETTIKULAM TO NATHAM SECTION OF NH-785 FROM CHETTIKULUM (KM 7.300) TO NATHAM (KM. 3 - [N24000826,505.35,,837.69,376.61,65.76,1,0.6576432175719799
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF MADURAI- CHETTIKULAM SECTION OF NH-785 FROM MADURAI (KM 0/000) TO CHETTICULAM (7/300) - [N24000827,628.71,,756.13,583.02,20.27,1,0.2026689570708275
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF EIGHT LANE VADODARA KIM EXPRESSWAY FROM KM 254.430 TO KM 279.000 (KIM TO ANKLESHWAR - [N24000834,1161.39,,1404.0,418.51,20.89,1,0.208896236406375
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 8 LANE DWARKA EXPRESSWAY (NH-248BB PACKAGE IV FROM RAIL OVER BRIDGE (ROB) TILL END P - [N24000835,1484.3,,2182.41,1237.02,47.03,1,0.47032944822475237
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 8 LANING OF EXISTING 4 LANE VADAPE TO THANE FROM KM 539.202 TO KM 563.000 SECTION OF - [N24000851,1162.92,,1182.87,371.48,1.72,1,0.017155092353730108
ROAD TRANSPORT AND HIGHWAYS,"FOUR LANING OF SOLAN-KAITHLIGHAT SECTION OF NH- 22 (NOW NH-5) FROM KM 106.139 TO KM 129.050, ON EPC M - [N24000852",478.74,,1514.46,1172.11,216.34,1,2.163429001127961
ROAD TRANSPORT AND HIGHWAYS,4-LANING OF LOHA - WARANGA SECTION OF NH-361 FROM KM. 187.800 TO KM. 244.369 (DESIGN LENGTH 56.569 K - [N24000854,1005.08,,1073.1,699.05,6.77,1,0.06767620487921346
ROAD TRANSPORT AND HIGHWAYS,SIX LANING OF CHAKERI TO ALLAHABAD SECTION OF NH-2 FROM KM 483.687 TO KM 628.753 (DESIGN LENGTH – 14 - [N24001185,2159.0,,2262.0,2245.43,4.77,1,0.047707271885132005
ROAD TRANSPORT AND HIGHWAYS,2,4.0,,5.0,6.0,9.0,1,0.25
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED EXPRESSWAY CARRIAGEWAY FROM BANI VILLAGE TO BARDAWADI V - [N24001212,656.98,,840.0,812.0,27.86,1,0.2785777344820238
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED EXPRESSWAY CARRIAGEWAY FROM RAJASTHAN/MP BORDER TO JODM - [N24001214,217.96,,884.0,2248.0,305.58,1,3.055790053220774
ROAD TRANSPORT AND HIGHWAYS,6-LANING OF VIJAYAWADA BYPASS FROM CHINNA AVUTUPALLI (DESIGN CH.0+000) TO GOLLAPUDI (DESIGN CH. 30+0 - [N24001300,1226.88,,1581.24,1419.23,28.88,1,0.2888302034428794
ROAD TRANSPORT AND HIGHWAYS,BALANCE WORK OF 4- LANING OF PATNA-GAYA-DOBHI SECTION (KM. 0.00 TO KM. 127.217) OF NH-83 IN THE STAT - [N24001303,649.9,,750.0,711.53,15.4,1,0.1540236959532236
ROAD TRANSPORT AND HIGHWAYS,BALANCE WORK OF 4- LANING OF PATNA-GAYA-DOBHI SECTION (KM. 39.00 TO KM. 83.00) OF NH-83 IN THE STATE - [N24001304,446.97,,740.5,638.8,65.67,1,0.6567107412130567
ROAD TRANSPORT AND HIGHWAYS,BALANCE WORK OF 4- L ANING OF PATNA-GAYA-DOBHI SECTION (KM.83.00 TO KM. 127.217) OF NH-83 IN THE STA - [N24001305,464.09,,765.12,698.25,64.86,1,0.6486457368182896
ROAD TRANSPORT AND HIGHWAYS,MOHOL TO WAKHARI PACKAGE1 SANT DNYANESHWAR MAHARAJ PALKHI MARG SECTION OF NH965 - [N24001377,731.89,,731.99,678.97,0.01,1,0.00013663255407236435
ROAD TRANSPORT AND HIGHWAYS,WAKHARI TO KHUDUS PACKAGE2 SANT DNYANESHWAR MAHARAJ PALKHI MARG SECTION OF NH965 - [N24001378,362.46,,372.46,346.15,2.76,1,0.02758925122772168
ROAD TRANSPORT AND HIGHWAYS,KHUDUS TO DHARAMPURI PACKAGE 3 SANT DNYANESHWAR MAHARAJ PALKHI MARG SECTION OF NH965 - [N24001379,594.75,,613.75,581.87,3.19,1,0.031946195880622114
ROAD TRANSPORT AND HIGHWAYS,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-I PKG- VI) FROM JUNCTION WITH PATIALA-SAMANA-PATRAN ROAD (SH-1 - [N24001414,733.0,,908.28,863.78,23.91,1,0.23912687585266026
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF VILUPPURAM TO PUDHUCHERRY (DESIGN CH. KM. 00/000 TO KM. 29/000) SECTION OF NH- 45A ON - [N24001428,998.7,,1358.32,866.81,36.01,1,0.3600881145489135
ROAD TRANSPORT AND HIGHWAYS,FOUR LANÌNG OF PUDUCHERRY (KM.29/000) TO POONDIYANKUPPAM (KM.67/000) SECTION OF NH-45A ON HAM UNDER - [N24001429,1294.47,,1588.4,786.77,22.71,1,0.22706590341993252
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF POONDIYANKUPPAM (KM.67/000) TO SATTANATHAPOURAM (KM.123/800) SECTION OF NH-45A ON HAM - [N24001430,2120.4,,2565.63,1429.17,21.0,1,0.20997453310696096
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF SATTANATHAPURAM (KM.123/800) TO NAGAPATTINAM (KM.179/555) SECTION OF NH-45A ON HAM UN - [N24001431,1872.68,,2756.09,1066.8,47.17,1,0.4717356942990794
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 4 LANE ACCESS CONTROLLED NEW GREENFIELD HIGHWAY SECTION OF NH 365BG FROM RECHARLA VI - [N24001476,517.05,,655.06,473.67,26.69,1,0.2669180930277536
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 4 LANE ACCESS CONTROLLED NEW GREENFIELD HIGHWAY SECTION OF NH-365BG (KHAMMAM-DEVARAP - [N24001477,622.0,,817.91,440.55,31.5,1,0.3149678456591639
ROAD TRANSPORT AND HIGHWAYS,PATAS-VASUNDE PHATA - BARAMATI BYPASS - [N24001501,531.86,,532.41,520.71,,1,0.0010341067198133991
ROAD TRANSPORT AND HIGHWAYS,2,4.0,,5.0,6.0,9.0,1,0.25
ROAD TRANSPORT AND HIGHWAYS,4L OF BARAMATI TO INDAPUR (PKG-II) FROM KM. 41.400 TO KM. 84.550 OF NH-965G (SAINT TUKARAM MARG) - [N24001502,624.45,,627.79,398.06,0.53,1,0.005348706862038462
ROAD TRANSPORT AND HIGHWAYS,"CONSTRUCTION OF 4-LANE NH-344P-PACKAGE-4 (FROM KM 0+000 TO KM 29+600, 29.6KM), STARTING FROM BAWANA - [N24001532",694.0,,1500.0,1398.08,116.14,1,1.1613832853025936
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 4-LANE GREEN FIELD DELHI- AMRITSAR-KATRA EXPRESSWAY (NE-05) FROM JUSSUR KHERI ON KMP - [N24001533,1690.23,,2010.17,917.09,18.93,1,0.1892878483993303
ROAD TRANSPORT AND HIGHWAYS,4-LANING OF GOHANA-SONIPAT (PKG-2) SECTION FROM KM 40.601 TO KM 78.837 (LENGTH = 38.236KM) OF NH- 352 - [N24001535,899.0,,1882.46,987.25,109.39,1,1.0939488320355952
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF JIND GOHANA GREENFIELD ALIGNMENT PACKAGE 1 IN THE STATE OF HARYANA UNDER HYBRID ANNUI - [N24001536,817.0,,1605.0,929.61,96.45,1,0.9645042839657283
ROAD TRANSPORT AND HIGHWAYS,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG- XVI) EXISTING JAKH (VIJAYPUR)-KUNJWANI SECTION OF NH-4 - [N24001550,1821.72,,1945.32,1635.74,6.78,1,0.06784796785455499
ROAD TRANSPORT AND HIGHWAYS,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG- XIV) FROM JUNCTION WITH PATHANKOT-GURDASPUR ROAD (NH-5 - [N24001551,3044.02,,3299.14,2360.26,8.38,1,0.08381022463715741
ROAD TRANSPORT AND HIGHWAYS,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG- XV) [JUNCTION WITH HIRANAGAR ROAD NEAR VILLAGE GURHA B - [N24001552,2714.95,,3198.57,2484.16,17.81,1,0.17813219396305655
ROAD TRANSPORT AND HIGHWAYS,HARIHARGANJ TO PARWA MODE SECTION FROM KM 23.284 TO KM 57.049 OF NH-98 - [N24001589,755.26,,1039.0,534.87,37.57,1,0.37568519450255544
ROAD TRANSPORT AND HIGHWAYS,4L FROM KM 196.87 (SANKHA) TO KM 219.6 (KHAJURI) ON NH-75 [REHLA / GARHWA BYPASS] - [N24001590,748.99,,903.0,799.08,20.56,1,0.20562357307841225
ROAD TRANSPORT AND HIGHWAYS,4L OF PALMA TO GUMLA SECTION OF NH23 FROM KM. 26.00 TO KM. 89.170 ON HAM MODE IN THE STATE OF JHARKH - [N24001595,1034.0,,1699.48,41.5,64.36,1,0.6435976789168278
ROAD TRANSPORT AND HIGHWAYS,4-LANING OF ODDANCHATRAM - MADATHUKULAM SECTION OF NH-209 (NEW NH-83) - [N24001603,1518.53,,1607.54,915.4,5.86,1,0.058615898270037464
ROAD TRANSPORT AND HIGHWAYS,4 LANE OF BILASPUR TO URGA PROJECT (KM 0.00 TO KM 70.2) OF NH-130A - [N24001611,1855.59,1870.0,1869.85,368.32,0.77,1,0.007684887286523419
ROAD TRANSPORT AND HIGHWAYS,CORRIDOR EFFICIENCY IMPROVEMENT INCLUDING REMOVAL OF BLACK SPOTS IN LAKHANPUR - SAMBA SECTION OF NH- - [N24001619,200.05,200.0,208.92,67.57,4.43,1,0.04433891527118208
ROAD TRANSPORT AND HIGHWAYS,6L MINOR BRIDGE (PALOLI PALAM) AT KM. 203.160 and MAJOR BRIDGE (MORAD) AT KM. 204.895 AND ALLIED WOR - [N24001652,210.37,213.0,214.36,198.01,1.9,1,0.01896658268764562
ROAD TRANSPORT AND HIGHWAYS,SIX LANING FROM KAPPIRIKKAD TO THALIKULAM SECTION OF NH – 66 (OLD NH-17) FROM DESIGN CH. 335+850 (EX - [N24001655,3606.0,,3923.82,2951.34,8.81,1,0.0881364392678869
ROAD TRANSPORT AND HIGHWAYS,SIX LANING FROM THALIKULAM TO KODUNGALLUR SECTION OF NH – 66 (OLD NH-17) FROM DESIGN CH.369+015 (EX. - [N24001656,2595.0,,3994.6,2916.74,53.93,1,0.5393448940269749
ROAD TRANSPORT AND HIGHWAYS,2,4.0,,5.0,6.0,9.0,1,0.25
ROAD TRANSPORT AND HIGHWAYS,SIX LANING OF RAMANATTUKARA JUNCTION TO START OF VALANCHERY BYPASS SECTION OF NH-66 (OLD NH- 17) FROM - [N24001658,4265.42,,4708.42,3171.31,10.39,1,0.10385847114703828
ROAD TRANSPORT AND HIGHWAYS,SIX LANING FROM START OF VALANCHERY BYPASS TO KAPPIRIKKAD-SECTION OF NH-66(OLD NH-17) FROM DESIGN CH - [N24001659,3375.31,,3790.17,2082.51,12.29,1,0.1229101919527392
ROAD TRANSPORT AND HIGHWAYS,6L OF AZHIYUR-VENGALAM FROM KM. 189.200 TO KM. 230.400 OF NH-66 - [N24001661,3219.47,3713.0,3713.14,2067.11,15.33,1,0.15333890360835792
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF BANAVARA TO BETTADAHALLI SECTION FROM KM. 119+790 (DESIGN KM. 121+900) TO KM. 166+100 - [N24001686,1065.06,1445.0,1444.5,151.25,35.63,1,0.3562616190637148
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF BETTADAHALLI TO SRIRAMPURA SECTION FROM KM. 166+100 (DESIGN KM. 170+415) TO KM. 217+0 - [N24001687,1331.77,2083.0,2082.98,273.23,56.41,1,0.5640688707509556
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF KARADI TO BANAVARA SECTION FROM KM. 66+540 (DESIGN KM. 65+195) TO KM. 119+790 (DESIGN - [N24001691,1225.24,1506.0,1505.85,68.58,22.9,1,0.22902451764552242
ROAD TRANSPORT AND HIGHWAYS,BALANCE WORKS OF FOUR LANE FROM KM 43+950 (THIRUVALLUR BYPASS) TO KM 61+470 (VEPPAMPATTU BYPASS) PAS - [N24001692,467.99,,468.0,18.83,0.0,1,2.1367977948227323e-05
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF NERALURU TO THORAPALLI AGRAHARAM SECTION OF NH-844 (PKG-I) FROM KM.0+000 TO KM.23+350 - [N24001693,1751.18,,1757.27,49.69,0.35,1,0.00347765506686915
ROAD TRANSPORT AND HIGHWAYS,SIX LANNING OF AURANGABAD TO BIHAR/JHARKHAND BORDER SECTION OF NH-19 (OLD NH-2) FROM KM. 209.827 TO - [N24001700,552.55,553.0,553.0,21.0,0.08,1,0.0008144059361144612
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF 4 LANE ELEVATED HIGHWAY AND AT-GRADE IMPROVEMENTS AT GOPALGANJ TOWN FROM DESIGN CH: - [N24001702,184.9,185.0,185.0,146.04,0.05,1,0.0005408328826392337
ROAD TRANSPORT AND HIGHWAYS,6 L OF AURANGABAD TO BIHAR-JHARKHAND BORDER (CHORDAHA) SECTION FROM KM. 180.000 TO KM. 209.827 OF N - [N24001703,786.81,787.0,787.0,,0.02,1,0.0002414814249946678
ROAD TRANSPORT AND HIGHWAYS,BAKHTIYARPUR RAJAULI PKG-II FROM KM 54.405 TO KM 101.630 NH20 - [N24001709,897.45,,1090.0,1037.63,21.46,1,0.2145523427488996
ROAD TRANSPORT AND HIGHWAYS,4 LANING FROM KM. 34.600 TO KM. 79.970 and 2LPS FROM KM. 79.970 TO KM. 82.000 OF NARENPUR - PURNEA S - [N24001710,2334.68,2335.0,2494.2,704.32,6.83,1,0.06832628026110645
ROAD TRANSPORT AND HIGHWAYS,BALANCE WORK OF TWO LANING WITH PAVED SHOULDER OF PIPRAKOTHI–MOTIHARI- RAXAUL SECTION OF NH-28A FRO - [N24001715,333.6,,461.41,368.23,38.31,1,0.38312350119904076
ROAD TRANSPORT AND HIGHWAYS,THOPPUR METTUR BHAVANI ERODE SECTION OF NH 544H FOR A LENGTH OF 85 KM - [N24001716,186.5,,210.81,12.92,13.03,1,0.13034852546916892
ROAD TRANSPORT AND HIGHWAYS,BANGALORE CHENNAI EXPRESSWAY PHASE-III PACKAGE III (ARAKKONAM TO KANCHEEPURAM) FROM KM 204.500 TO K - [N24001717,1155.49,,1458.45,424.27,26.22,1,0.2621917974192767
ROAD TRANSPORT AND HIGHWAYS,BANGALORE CHENNAI EXPRESSWAY PHASE-III PACKAGE II (WALAJAHPET TO ARAKKONAM) FROM KM 180.000 TO KM 2 - [N24001718,843.48,,1051.36,347.02,24.65,1,0.24645516194811956
ROAD TRANSPORT AND HIGHWAYS,2,4.0,,5.0,6.0,9.0,1,0.25
ROAD TRANSPORT AND HIGHWAYS,4L BANGALORE-CHENNAI EXPRESSWAY FROM KM. 230.000 TO KM. 261.705 OF KANCHEPURAM TO SRIPERUMBUDUR SECT - [N24001719,2948.31,,3516.83,659.75,19.28,1,0.19282911227109767
ROAD TRANSPORT AND HIGHWAYS,BANGALORE CHENNAI EXPRESSWAY PHASE-III – PACKAGE I (GUDIPALA TO WALAJAJHPET) FROM KM 156.000 TO KM 1 - [N24001720,1023.91,,1341.51,489.07,31.02,1,0.310183512222754
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF MAMALLAPURAM TO MUGAIYUR SECTION OF NH332A FROM KM 0.000 TO KM 31.000 - [N24001721,1008.99,,1360.53,159.66,34.84,1,0.34840781375434837
ROAD TRANSPORT AND HIGHWAYS,KARAIPETTAI TO WALAJAPET FROM KM 71.015 TO 107.091 - [N24001723,707.9,,766.51,401.98,8.28,1,0.08279417996892219
ROAD TRANSPORT AND HIGHWAYS,6L OF SRIPERUMBUDUR TO KARAIPETTAI FROM KM 37.000 TO KM 71.015 OF NH 48 - [N24001725,819.89,,922.85,361.98,12.56,1,0.12557782141506793
ROAD TRANSPORT AND HIGHWAYS,4L SPUR OF PANIPAT - SHAMLI CONNECTING NH-709AD (PANIPAT – SHAMLI – MUZAFFARNAGAR) AND NH-709A (KARN - [N24001729,326.79,,329.79,87.78,0.92,1,0.009180207472688882
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION and UPGRADATION FROM 2 LANE TO 4 LANE OF NH STRETCH UNDER BHARATMALA PARIYOJANA FOR U - [N24001739,1779.83,,2200.0,983.0,23.61,1,0.23607310810583038
ROAD TRANSPORT AND HIGHWAYS,SIX LANE OF PALSIT TO DANKUNI SECTION FROM 588.870 TO KM. 652.700 - [N24001747,2193.23,,2314.0,1762.34,5.51,1,0.05506490427360559
ROAD TRANSPORT AND HIGHWAYS,SIX LANING OF NATIONAL CORRIDOR NH19 FROM PANAGARH TO PALSIT IN THE STATE OF WEST BENGAL UNDER BHARA - [N24001748,2200.93,,2303.06,2303.06,4.64,1,0.046403111411994075
ROAD TRANSPORT AND HIGHWAYS,FOUR LANING OF BAL. WORKS OF BARASAT- KRISHNAGAR FROM KM.48.553 TO KM.115.272 - [N24001752,2375.87,,2843.79,2360.81,19.69,1,0.1969468026449259
ROAD TRANSPORT AND HIGHWAYS,4 LANING OF NAJIBABAD BYPASS OF NH-119 FROM KM. 105.423 TO KM. 118.373 (EXCLUDING 2.45 KM. OF NH-74 - [N24001753,570.98,,578.02,278.19,1.23,1,0.012329678797856253
ROAD TRANSPORT AND HIGHWAYS,4-LANING OF MEERUT NAJIBABAD SECTION FROM KM. 11.500 TO KM 39.250 AND KM 86.590 TO KM. 112.545.IN TH - [N24001755,1936.68,,2458.03,1380.9,26.92,1,0.2691978024247682
ROAD TRANSPORT AND HIGHWAYS,4L OF HARDA - BETUL (PKG-I) FROM KM.0 TO KM.30 [HARDA - TEMAGAON] - [N24001763,774.16,,893.08,464.84,15.36,1,0.15361165650511532
ROAD TRANSPORT AND HIGHWAYS,4L OF HARDA - BETUL (PKG-III) FROM KM. 81.00 TO KM.121.248 [CHICHOLI - BETUL] - [N24001764,814.04,,947.29,431.27,16.37,1,0.16368974497567687
ROAD TRANSPORT AND HIGHWAYS,6L ACCESS CONTROLLED HIGHWAY FROM DND MAHARANI BAGH JN. WITH JAITPUR PUSHTA ROAD OF NH 148NA FROM - [N24001773,1467.44,,1942.89,888.96,32.4,1,0.3239996183830344
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF PROPOSED REWARI BYPASS (DESIGN LENGTH 14.4 KM) NH-11 AS A FEEDER ROUTE IN THE STATE - [N24001775,808.31,,958.0,803.78,18.52,1,0.18518885081218847
ROAD TRANSPORT AND HIGHWAYS,DWARKA EXPRESSWAY FROM KM -0.600 TO KM 5.300 - PKG-I (SHIVMURTI CHOWK-RUB NEAR DWARKA SECTOR 21) - [N24001779,2507.0,,3030.73,1155.7,20.89,1,0.20890706023135222
ROAD TRANSPORT AND HIGHWAYS,8L OF DWARKA EXPRESSWAY PKG-II (RUB NEAR DWARKA SECTOR 21-DL/HR BORDER) FROM 5.300 KM.TO 9.500 KM. O - [N24001781,2067.67,,2160.0,,4.47,1,0.04465412759289438
ROAD TRANSPORT AND HIGHWAYS,2,4.0,,5.0,6.0,9.0,1,0.25
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED EXPRESSWAY FROM KM 103.400 TO KM 128.000 OF VADODARA MU - [N24001786,1259.0,,1910.0,137.93,51.71,1,0.517077045274027
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED EXPRESSWAY FROM KM 217.500 TO KM 254.430 OF VADODARA MU - [N24001788,2271.86,,3916.0,518.25,72.37,1,0.723697763066386
ROAD TRANSPORT AND HIGHWAYS,CONSTRUCTION OF EIGHT LANE EXPRESSWAY FROM KM 190.000 TO KM 217.500 GANDEVA TO ENA SECTION OF VADODA - [N24001789,1710.3,,1927.0,362.81,12.67,1,0.1267029176167924
ROAD TRANSPORT AND HIGHWAYS,SANCHORE - SANTALPUR FROM KM 67.000- KM 99.000 OF NH-754K (AJ-RGBS-PACKAGE-3) - [N24001790,752.3,,766.2,451.11,1.85,1,0.018476671540608922
ROAD TRANSPORT AND HIGHWAYS,SANCHORE - SANTALPUR FROM KM 4.888 - KM 35.000 OF NH-754K (AJ-RGBS-PACKAGE-1) - [N24001791,606.51,,657.0,453.89,8.32,1,0.08324677251817779
ROAD TRANSPORT AND HIGHWAYS,SANCHORE - SANTALPUR FROM KM 99.000- KM 130.073 OF NH-754K (AJ-RGBS-PACKAGE-4) - [N24001794,778.15,,785.67,511.14,0.97,1,0.009663946539870181
ROAD TRANSPORT AND HIGHWAYS,4L OF RAJURA-KORPANA-ADILABAD ROAD UPTO M.S. BORDER FROM KM 32.910 TO KM 89.090 OF NH-353B - [N24001796,1013.33,,1111.33,326.8,9.67,1,0.09671084444356713
ROAD TRANSPORT AND HIGHWAYS,4L OF NAGPUR-KATOL SECTION FROM KM. 13.00 TO KM. 62.900 OF NH-353J - [N24001799,1166.96,,1251.0,981.91,7.2,1,0.07201617878933293
ROAD TRANSPORT AND HIGHWAYS,REHABILITATION AND UPGRADING FROM 2 L TO 4 L FROM BHANGBAR(NEAR RANITAL) TO KANGRA BYPASS SECTION OF - [N24001808,1322.95,,1442.47,656.54,9.03,1,0.0903435503987301
ROAD TRANSPORT AND HIGHWAYS,4L OF MO - SIHUNI FROM KM. 42.00 TO KM. 51.00 OF OLD NH-20 (NEW NH-154) (PACKAGE-IB) - [N24001811,583.93,,653.67,126.12,11.94,1,0.11943212371345883
ROAD TRANSPORT AND HIGHWAYS,4L OF HP/PUNJAB BO4L OF HP/PUNJAB BORDER - MO FROM KM. 11.00 TO KM. 42.00 OF OLD NH-20 (NEW NH- 154) - [N24001812,1002.11,,1361.79,159.19,35.89,1,0.3589226731596331
ROAD TRANSPORT AND HIGHWAYS,6L OF PONDAVAKKAM TO KANNIGAIPAIR FROM KM 96.040 TO KM 116.100 OF NH 716B (PKG-IV) - [N24001818,818.73,,1105.0,240.02,34.97,1,0.349651289191797
ROAD TRANSPORT AND HIGHWAYS,6L OF VEERA KAVERI RAJA PURAM TO PONDAVAKKAM FROM KM 61.380 TO KM 96.040 OF NH 716B (PKG-III) - [N24001819,1102.63,,1303.0,626.36,18.17,1,0.18172006928888193
ROAD TRANSPORT AND HIGHWAYS,6L OF VARADHARAJULA TO KUMARAJAPET FROM KM 0.000 TO KM 43.800 OF NH-716B (PKG-I) - [N24001820,1484.83,,1768.0,824.83,19.07,1,0.1907087006593348
ROAD TRANSPORT AND HIGHWAYS,BANGALORE CHENNAI EXPRESSWAY (PHASE-II PKG-III) FROM KM.127.000 TO KM 156.000 (BANGARUPALEM TO GUDIP - [N24001821,1137.74,,1289.0,760.64,13.29,1,0.13294777365654717
ROAD TRANSPORT AND HIGHWAYS,BANGALORE CHENNAI EXPRESSWAY (PHASE-II PKG-I) FROM KM.71.000 TO KM 96.000 (BETHAMANGALA IN THE STATE - [N24001822,1075.27,,1307.0,657.86,21.55,1,0.21550866294047077
ROAD TRANSPORT AND HIGHWAYS,RENIGUNTA - POYYA - NAIDUPETA KM 124.60 TO KM 183.4 OF NH 71 - N/04027/06001/AP - [N24001824,1863.09,,2238.0,1051.65,20.12,1,0.2012302143213694
ROAD TRANSPORT AND HIGHWAYS,2,4.0,,5.0,6.0,9.0,1,0.25
ROAD TRANSPORT AND HIGHWAYS,VARANASI RING ROAD (PKG-II) CONNECTING SANDAHA VILLAGE (KM 11.70 / NH-29) WITH REVASA VILLAGE (KM 81 - [N24001826,927.77,,1603.0,1202.77,72.78,1,0.7277989156795327
